CAPEXref_H2,CAPEXref_HP,CAPEXref_capture,CAPEXref_loading,CAPEXref_synthesis,CAPEXref_train,CEPCI,COP,CRC,Ccontent,ETS,FLH,LHVf,LHVmethanol,OPEXfix,camine,capture_rate,carbon_change,celc,cfraction,cheat,circulated,dr,gothenburg,heat_optimism,k,mKN39,malmo,mbag,mgranulates,n_electrolyzer,n_is,n_synthesis,pKN39,p_capture,p_condition,pbag,pgranulates,pmethanol,q_distill,q_electrolyzer,q_reb,q_synthesis,ship_uncertain,stockholm,storage,t,train_uncertain,truck_uncertain,recyclable,tax,scenario,policy,model
626.310370863659,0.9047349903384119,322290.62724203296,58820198.08065162,1.8947920756590069,8081013.741788524,863.0552034608172,3.0262696124777078,239.6434053856142,0.31250829387954887,117.82758781237182,8128.66039316616,10.380799015611485,20.993254204268055,0.03664955924290683,49.25187131394479,0.9444069875395592,0.031019327316621326,46.98748147310279,0.8257657922807263,0.5377074207863207,0.08663358633458583,0.08638166558268233,2.0,0.47392806286019457,0.6719582527590201,622317.9060664885,2.0,6.766470908688904e-06,1250037.2414604318,0.7057045663478307,0.8253684236138049,0.7823358631504622,51563.01410334997,0.09903398831072502,0.42040180640065605,5.349779935574828,14827.786645376727,602.3465117515373,0.18783763423561853,0.17402725702982785,3.3495685113663543,0.0828825386687091,0.08587645220781168,3,oygarden,27.646660292098442,0.13816709840317945,9.902039405118579e-05,0.1078616399341859,300,80,0,WACCUS
516.6287155633237,0.8858745502180213,304886.013210398,67857566.86485153,1.901319346121863,8230170.825349953,936.4144545138238,2.550051064108441,166.64881000893035,0.2850337462566433,182.4834708140681,8270.71150442332,10.492177434610165,18.201641587892325,0.039563842077470594,46.29209240932947,0.9114687282442763,0.09780097643539626,78.75280646565488,0.813191352236706,0.7828232299200433,0.008132521379854285,0.06342185729998195,0.5,0.302001276655061,0.66887061261615,764264.942718039,2.0,5.512018571688743e-06,1231698.54433589,0.6809826769003694,0.819172683416101,0.7895982236194823,51108.06463867189,0.11551839468585912,0.3061975215931204,3.741971418965943,13044.896565842299,687.4202562315229,0.21790682760194086,0.15696295363968116,2.7460751571913726,0.08041392991214465,0.04339987123022104,1,oygarden,27.70754027791896,0.061708111237844976,0.0033042223093909806,0.1078616399341859,300,81,0,WACCUS
542.6400749381523,0.8114792539922893,305671.0053392062,59020220.321447305,1.904121569556906,8770379.829051744,881.1534895591044,3.3226241345555505,92.46435691449292,0.3093227760372462,143.7342729414529,8178.000479752023,10.806685624576755,19.67174433443547,0.029689886240049604,43.88914647785876,0.9418882571201406,0.09520267348965097,50.70402147821714,0.8725608921797667,0.7302032854723373,0.08363551131331404,0.0852474315197676,1.0,0.4574039191124621,0.6727180335673936,879461.1723088736,2.0,6.388806523360159e-06,1299539.6324198914,0.7049957097359972,0.8464118036947061,0.7941260882168841,41053.703974566655,0.11776254238711734,0.31611175241105627,5.41189429022064,11981.043468848211,648.8777204138972,0.20463835059144453,0.1504377098564409,3.2286458774581845,0.08593103530536975,-0.037107739522719174,1,kalundborg,27.89902247394927,0.054793836961688075,-0.005809698021165405,0.1078616399341859,300,82,0,WACCUS
572.3970797915752,0.8593436080807404,300921.5331090518,64446498.38146778,1.765867561417541,8598512.123718703,917.3136159326991,3.34110615813813,178.7316562875058,0.28151053596696574,206.76370930238633,8005.481218323322,10.989404408490811,20.698929435949886,0.03836238185921797,46.7709953072956,0.9392013068949132,0.029338782989178608,56.01082561855169,0.860614355339638,0.7093946801016899,0.13291426225202937,0.07464396546843854,1.0,0.5398272286730392,0.6837635220210947,821938.1338661705,2.0,4.950674786041086e-06,1295698.1605647819,0.7155345722028555,0.8454222121583642,0.8158029354609668,54636.238503148765,0.08688189787505268,0.4158427929157313,5.079790476677069,14122.465847035724,576.605610382429,0.21091568355528992,0.15623204437440408,2.7371419255882077,0.0905850378024832,-0.055294509997295085,1,oygarden,26.349012179193416,-0.08298023116065803,0.09922544829665667,0.1078616399341859,300,83,0,WACCUS
538.0286045776942,0.8090564166398644,302707.6949369186,63999886.85560526,1.8467841021362006,8059593.698675499,901.6448808349666,3.2643065225266694,93.70671928626132,0.3159091239981975,57.52048483933939,7962.332927312639,10.57027791370967,19.4695796528257,0.03299031496800378,40.027413362609444,0.8816777980531765,0.03380869938129155,30.139768864373597,0.8691045270532703,0.7925039975675452,0.13167830401534586,0.07754958782652017,1.0,0.8535816004346037,0.6849590910194077,715300.4150296999,0.5,3.7134681284299045e-06,1200302.1552194224,0.6930887954651238,0.8492845297064073,0.8104410636456477,40979.65015806016,0.08127929847562171,0.3269773221704241,4.761842834609265,14141.945157399512,618.8043078236844,0.18650115526634087,0.1521110846915288,3.004261801197741,0.08819981129955831,-0.14939001117446932,2,oygarden,25.633567041343095,-0.11791881151719583,0.046332344543759924,0.1078616399341859,300,84,0,WACCUS
452.036330977243,0.8564759463753957,303659.93182151933,63401976.414378285,1.9623816468692468,8880041.397056986,867.7234473302337,3.0942012245394697,160.26230866309822,0.27596179241456303,213.26859466691224,7738.731741833412,10.287018381975518,19.56659006324078,0.037076863360126236,40.32230795591909,0.9349602636943556,0.0076998934506021105,42.800533730805796,0.8014566778268454,0.7043344258238021,0.06533804854706585,0.06656064970528723,2.0,0.2037496196891972,0.6603487844113168,813273.4209374163,0.5,5.00146480832658e-06,1267550.2466031157,0.6988623928836201,0.8086223796731701,0.7875275977080762,54222.32341088726,0.09918104794353738,0.35940869900306405,5.2609771836860375,13480.791268056571,563.9186311978618,0.2022679290396649,0.16496494657089297,3.422677012024796,0.08208590762380985,-0.10139687409502479,2,kalundborg,28.453344506193083,0.1153255111948697,-0.012527398613648377,0.1078616399341859,300,85,0,WACCUS
551.1895537005249,0.814332676456257,316689.35889371065,63521019.902163,1.8763546893799563,8670009.182488116,862.151333559894,2.657763021706329,100.52025594613526,0.2912218504327363,162.57791854845183,8169.6107412900465,11.044433573761864,18.852283706635863,0.032264633953925946,43.48316818665392,0.8656919554025975,0.07433296486637941,48.963711124031654,0.8070055770377625,0.7822772510990744,0.08923868308266342,0.08464719354469,2.0,0.8612745452319721,0.6634926268130994,655218.7997297847,1.0,6.435991622945161e-06,1220682.442663142,0.6880814856321689,0.8342588086931378,0.7706692456464932,41270.73518033779,0.09143587549854504,0.3912261573773941,4.062104286323612,13614.806769911422,663.050895289169,0.21479928445722923,0.13686093074234854,3.565173759739833,0.07581028182886222,0.12647698136839006,2,oygarden,28.70119148964528,-0.08046265911053108,-0.10243328480743943,0.1078616399341859,300,86,0,WACCUS
492.2525698291809,0.8667784717107693,329835.41137316904,63870775.80347969,1.6049712118717503,8455919.659881765,879.1163602240391,3.2510373599609084,111.81568724263323,0.28735582722484065,219.37420208259908,8251.013562380904,11.070804951495123,18.39406228890569,0.03880237618983519,42.36842020541206,0.9208556314033978,0.04417768215818324,53.86793078298008,0.8808383719226768,0.7128593942280947,0.0562472445684963,0.0690091490337317,1.0,0.8056873752574798,0.6753302259977574,851588.6119125198,1.0,6.949798067298096e-06,1250634.8034703517,0.6974330727715012,0.83575771795934,0.7930225993988587,41632.15401744656,0.08141234098023706,0.33262934137039035,5.922626139122126,13997.584933832943,624.6214144708209,0.21205594284527704,0.12836552794278813,3.5701231109849196,0.07940016519354684,0.03942771555003999,2,oygarden,21.78487784581558,0.007314754086430508,-0.07221924112289686,0.1078616399341859,300,87,0,WACCUS
476.6360363177548,0.8394497018881439,311053.1699174709,59475286.91318522,1.7955769327129378,8218646.892681128,934.0909479707769,2.88241619323227,285.74251025997614,0.3223980158924288,74.02046252205126,7999.0322826634165,11.283012833009227,19.257687247089148,0.022146523847715056,40.8790303904204,0.8722472230061917,-0.023630556970319586,34.978023016453555,0.8855215297341529,0.7512305390896368,0.14566124980619044,0.06983717832080302,2.0,0.45221323739483854,0.6504022895301881,792721.6785609408,2.0,5.116376520536321e-06,1253047.4186690242,0.7019401672038993,0.841564411708314,0.779219091785948,37793.31911627418,0.08408869092001298,0.3989248040028994,3.800247009899496,12166.104526624007,655.8152632816045,0.21287035246082192,0.13817701383164288,3.207165059253162,0.0873803784930358,-0.06270776110418311,1,oygarden,28.157129815953166,0.03600844959809624,-0.1044583353350472,0.1078616399341859,300,88,0,WACCUS
456.04476045453197,0.8998245977511502,331579.97996982234,58910227.13138108,1.7551598918523932,8580833.330096662,855.0988443202991,2.5735375426156653,240.3251046849974,0.30581555683226264,162.93974280012884,7741.659753637998,11.841010630961868,20.852544194545043,0.034819275205770675,44.30236245578073,0.9052555194325034,-0.02605864969817251,94.14849694210766,0.8239164413134695,0.7883381230260109,0.11511472337526318,0.0633493488025461,2.0,0.6289501370234247,0.6845462774136762,756903.2284135293,2.0,6.895739795769766e-06,1267129.144554208,0.7053866641515587,0.8150401539776762,0.817322926119656,47416.422173141786,0.10569829842295068,0.4396585136730937,5.245647624467312,14464.130437212225,683.952475170231,0.20774339238757328,0.12548412779550383,3.6443533136455732,0.09419842134057574,0.06579932418856677,1,oygarden,26.598012976416193,0.12585450291065117,0.07942622913094341,0.1078616399341859,300,89,0,WACCUS
